frame_id,timestamp_sec,emotion
1030,0.0,angry
1030,0.15456666666666669,angry
1030,0.1878888888888889,surprise
1030,0.2212111111111111,neutral
1030,0.25453333333333333,neutral
1030,0.2878555555555556,neutral
1030,0.3211777777777778,fear
1030,0.5877111111111112,angry
1030,0.6210222222222223,neutral
1030,0.6543333333333333,neutral
1030,0.6876444444444445,neutral
1030,0.7209555555555556,neutral
1030,0.7542666666666668,sad
1030,0.7875777777777778,sad
1030,0.8208888888888889,neutral
1030,0.8542000000000001,neutral
1030,0.8875111111111111,sad
1030,0.9208222222222223,sad
1030,0.9541333333333334,neutral
1030,0.9874444444444445,angry
1030,1.0207555555555556,sad
1030,1.0540666666666667,sad
1030,1.087488888888889,surprise
1030,1.1208111111111112,sad
1030,1.1541333333333335,surprise
1030,1.1874555555555557,sad
1030,1.2207777777777777,surprise
1030,1.2541,surprise
1030,1.2874222222222222,surprise
1030,1.3207444444444445,neutral
1030,1.3540666666666668,neutral
1030,1.387388888888889,neutral
1030,1.4207111111111113,neutral
1030,1.4540333333333335,fear
1030,1.4873555555555555,neutral
1030,1.5206777777777778,fear
1030,1.554,neutral
1030,1.5873222222222223,sad
1030,1.6206444444444446,sad
1030,1.6539666666666668,sad
1030,1.687288888888889,neutral
1030,1.720611111111111,neutral
1030,1.7539333333333333,neutral
1030,1.7872555555555556,neutral
1030,1.8205777777777779,neutral
1030,1.8539,neutral
1030,1.8872222222222224,happy
1030,1.9205444444444446,neutral
1030,1.9538666666666669,neutral
1030,1.987188888888889,neutral
1030,2.020411111111111,angry
1030,2.0536333333333334,angry
1030,2.0870555555555557,happy
1030,2.1203777777777777,surprise
1030,2.1537,angry
1030,2.187022222222222,angry
1030,2.2203444444444447,happy
1030,2.2536666666666667,surprise
1030,2.286988888888889,surprise
1030,2.320311111111111,neutral
1030,2.3536333333333332,surprise
1030,2.3869555555555557,surprise
1030,2.4202777777777778,neutral
1030,2.4536000000000002,surprise
1030,2.4869222222222223,angry
1030,2.5202444444444447,angry
